Date,IBIT,FBTC,BITB,ARKB,BTCO,EZBC,BRRR,HODL,BTCW,MSBT,GBTC,BTC,Total,Total_MA5
2026-03-17,169.3,24.4,0.0,2.5,0.0,0.0,0.0,3.2,0.0,,0.0,0.0,199.4,149.64
2026-03-18,-33.9,-103.8,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,,-18.8,0.0,-163.5,93.9
2026-03-19,-38.3,-26.0,-17.2,-15.2,0.0,4.1,3.2,0.0,0.0,,-5.5,4.7,-90.2,65.1
2026-03-20,-45.9,-9.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,-52.0,18.62
2026-03-23,160.8,41.7,0.0,-9.4,0.0,0.0,0.0,0.0,0.0,,-25.9,0.0,167.2,12.18
2026-03-24,-4.7,-45.3,-16.6,0.0,0.0,0.0,0.0,-7.9,0.0,,0.0,0.0,-74.5,-42.6
2026-03-25,-70.7,83.3,0.0,-4.8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.8,-8.34
2026-03-26,-41.9,-32.8,-33.1,-30.5,0.0,0.0,0.0,-2.4,0.0,,-25.1,-5.5,-171.3,-24.56
2026-03-27,-201.5,0.0,-18.6,-5.4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-225.5,-59.26
2026-03-30,7.5,28.9,0.0,33.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,69.4,-78.82
2026-03-31,98.4,16.2,1.8,1.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,117.5,-40.42
2026-04-01,-86.5,-78.6,-5.6,0.0,0.0,0.0,0.0,0.0,0.0,,-13.3,10.3,-173.7,-76.72
2026-04-02,-3.0,7.3,0.0,0.0,0.0,0.0,0.0,4.7,0.0,,0.0,0.0,9.0,-40.66
2026-04-06,181.9,147.3,3.8,118.8,0.0,0.0,0.0,2.0,0.0,,0.0,17.6,471.4,98.72
2026-04-07,-17.1,-47.8,0.0,-34.2,0.0,0.0,2.3,-20.4,0.0,,-41.9,0.0,-159.1,53.02
2026-04-08,40.4,-79.1,0.0,-74.7,0.0,0.0,0.0,0.0,0.0,30.6,-11.1,0.0,-93.9,10.74
2026-04-09,269.3,53.3,11.7,4.8,0.0,2.1,0.0,2.0,0.0,14.9,0.0,0.0,358.1,117.1
2026-04-10,137.6,78.0,9.5,3.6,0.0,0.0,0.0,2.6,0.0,16.3,0.0,9.1,256.7,166.64
2026-04-13,34.7,-229.2,11.9,-62.9,0.0,0.0,0.0,-2.6,0.0,6.3,-38.2,-11.0,-291.0,14.16
2026-04-14,213.8,45.3,12.5,113.1,0.0,0.0,0.0,6.3,0.0,15.5,0.0,4.9,411.4,128.26
2026-04-15,291.9,-47.3,-8.5,-42.2,0.0,0.0,0.0,-3.7,0.0,19.3,-23.4,0.0,186.1,184.26
2026-04-16,81.7,-36.0,0.0,-27.4,0.0,0.0,0.0,0.0,0.0,13.4,-22.3,16.7,26.1,117.86
2026-04-17,284.0,163.4,38.2,117.9,3.9,0.0,0.0,6.6,0.0,16.6,4.2,29.1,663.9,199.3
2026-04-20,256.0,-6.6,0.0,0.0,0.0,0.0,5.8,0.0,0.0,8.1,-24.9,0.0,238.4,305.18
2026-04-21,39.3,-6.6,-12.7,-14.5,0.0,0.0,0.0,-4.3,0.0,10.8,-17.5,17.3,11.8,225.26
2026-04-22,246.9,56.7,15.4,11.9,0.0,0.0,0.0,3.9,6.3,11.3,-16.6,0.0,335.8,255.2
2026-04-23,167.5,-16.9,-7.6,71.2,0.0,0.0,0.0,-5.5,0.0,9.4,0.0,5.2,223.3,294.64
2026-04-24,22.9,-1.7,-8.9,-9.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,14.4,164.74
2026-04-27,0.0,-150.4,-8.8,-43.3,0.0,0.0,0.0,-14.1,0.0,0.0,-46.6,0.0,-263.2,64.42
2026-04-28,-112.2,-5.0,-13.7,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.7,44.12
2026-04-29,-54.7,-36.1,0.0,-30.0,0.0,-6.5,0.0,0.0,0.0,10.8,-21.1,0.0,-137.6,-50.56
2026-04-30,19.1,26.6,-2.9,-6.3,-4.9,0.0,0.0,-2.2,0.0,0.0,-5.9,0.0,23.5,-90.52
2026-05-01,284.4,213.4,27.3,88.5,0.0,0.0,0.0,5.5,0.0,4.5,0.0,6.2,629.8,32.56
2026-05-04,335.5,184.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,532.3,191.66
2026-05-05,251.4,133.2,14.6,92.3,0.0,0.0,0.0,-5.8,0.0,0.0,-18.4,0.0,467.3,303.06
2026-05-06,134.6,-39.0,-25.2,0.0,0.0,-7.1,0.0,0.0,0.0,0.0,-17.1,0.0,46.2,339.82
2026-05-07,-98.0,-129.0,0.0,-12.6,-10.0,0.0,0.0,-5.1,0.0,7.3,-26.8,5.7,-268.5,281.42
2026-05-08,-27.2,-97.6,0.0,-26.6,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,-145.7,126.32
2026-05-11,-7.4,-3.6,0.0,0.0,7.3,0.0,0.0,4.6,0.0,26.3,0.0,0.0,27.2,25.3
2026-05-12,-32.9,-86.1,-17.5,-85.1,0.0,0.0,0.0,0.0,0.0,6.0,-17.6,0.0,-233.2,-114.8
2026-05-13,-284.7,-133.2,-35.4,-177.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-630.4,-250.12
2026-05-14,144.1,3.5,17.7,-9.5,-5.7,-14.1,0.0,7.5,0.0,6.8,-31.6,12.6,131.3,-170.16
2026-05-15,-136.2,-39.6,-11.6,-52.5,0.0,-6.9,0.0,0.0,0.0,0.0,-43.6,0.0,-290.4,-199.1
2026-05-18,-448.4,-63.4,-9.2,-109.6,-3.8,-6.6,0.0,-7.6,0.0,0.0,0.0,0.0,-648.6,-334.26
2026-05-19,-325.6,-1.7,0.0,0.0,0.0,0.0,-3.8,0.0,0.0,0.0,0.0,0.0,-331.1,-353.84
2026-05-20,-61.5,-10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,-70.5,-241.86
2026-05-21,-103.7,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.9,-288.3
2026-05-22,-68.9,-36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.2,-251.26
2026-05-26,-192.4,-57.7,-28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.3,-13.4,-333.6,-188.26
2026-05-27,-527.8,-60.3,-17.5,-17.4,0.0,0.0,0.0,0.0,0.0,4.3,-104.8,-9.9,-733.4,-268.72
2026-05-28,-177.9,-19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.2,0.0,-223.3,-299.28
2026-05-29,-68.2,-31.9,0.0,-7.3,0.0,0.0,0.0,0.0,0.0,-5.3,-2.9,-9.7,-125.3,-304.16
2026-06-01,-440.3,-37.3,0.0,-12.3,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,-483.8,-379.88
2026-06-02,-388.6,-45.1,0.0,-16.7,0.0,0.0,0.0,0.0,0.0,14.8,-83.5,0.0,-519.1,-416.98
2026-06-03,-342.3,-54.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-396.6,-349.62
2026-06-04,47.7,-5.5,-15.6,-20.7,-12.6,0.0,0.0,0.0,0.0,9.9,0.0,0.0,3.2,-304.32
2026-06-05,-213.7,-59.7,0.0,0.0,0.0,0.0,0.0,4.2,0.0,4.3,-60.8,0.0,-325.7,-344.4
2026-06-08,-232.9,59.4,14.1,63.1,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,-91.4,-265.92
2026-06-09,-61.6,-20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,-77.4,-177.58
2026-06-10,-148.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-87.9,17.5,-213.9,-141.04
2026-06-11,30.3,-5.5,-13.1,-27.2,0.0,0.0,0.0,-14.8,0.0,2.2,0.0,5.6,-22.5,-146.18
2026-06-12,57.7,18.0,5.2,3.2,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,85.9,-63.86
2026-06-15,66.4,-8.7,0.0,-6.6,0.0,-5.8,0.0,-6.1,0.0,9.4,-124.0,10.6,-64.8,-58.54
2026-06-16,16.4,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,-16.8,4.4,10.2,-41.02
2026-06-17,-30.8,14.0,0.0,-43.5,-6.4,0.0,0.0,-4.1,0.0,4.1,-15.5,0.0,-82.2,-14.68
2026-06-18,-96.7,0.0,0.0,0.0,0.0,0.0,0.0,-4.4,0.0,10.4,0.0,0.0,-90.7,-28.32
2026-06-22,-172.0,57.4,0.0,64.0,0.0,3.7,0.0,0.0,3.4,8.1,-81.0,48.1,-68.3,-59.16
2026-06-23,-182.0,23.0,0.0,31.0,0.0,0.0,0.0,5.3,0.0,8.9,0.0,0.0,-113.8,-68.96
2026-06-24,-239.3,-120.8,-27.5,-50.7,0.0,0.0,0.0,0.0,0.0,0.0,-54.3,23.6,-469.0,-164.8
2026-06-25,-265.7,-274.5,-7.1,-82.1,-53.0,-6.8,0.0,-11.7,0.0,9.2,0.0,0.0,-691.7,-286.7
2026-06-26,-444.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-444.5,-357.46
2026-06-29,-300.4,-3.9,0.0,50.0,0.0,0.0,0.0,3.8,0.0,7.3,35.1,-22.9,-231.0,-390.0
2026-06-30,-212.4,-10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-222.6,-411.76
2026-07-01,-219.4,-51.0,0.0,-39.9,5.4,3.5,0.0,2.1,0.0,29.8,-62.8,36.3,-296.0,-377.16
2026-07-02,-40.4,166.0,0.0,91.8,0.0,0.0,1.7,4.4,0.0,0.0,0.0,0.0,223.5,-194.12
2026-07-06,209.4,9.7,4.8,33.0,0.0,0.0,0.0,0.0,0.0,11.0,-44.5,42.3,265.7,-52.08
2026-07-07,54.8,-24.9,0.0,-8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,-1.58
2026-07-08,-59.1,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.7,52.8,-84.9,25.96
2026-07-09,0.0,-63.3,0.3,-39.9,0.0,0.0,0.0,5.4,0.0,2.2,0.0,0.0,-95.3,66.1
2026-07-10,86.8,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,90.4,39.48
2026-07-13,-185.5,-245.6,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,-53.1,53.4,-424.7,-98.6
2026-07-14,138.9,21.1,3.5,3.6,0.0,0.0,0.0,0.0,0.0,7.4,0.0,6.6,181.1,-66.68
2026-07-15,80.8,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,107.7,-28.16
2026-07-16,33.4,30.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1,6.72
2026-07-17,136.5,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.3,15.1
2026-07-20,116.5,24.1,8.8,72.7,0.0,0.0,0.0,1.8,0.0,6.9,-45.4,41.4,226.8,145.4
2026-07-21,163.9,23.1,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,203.2,149.82
2026-07-22,38.8,21.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,3.8,-38.3,37.9,69.1,142.1
2026-07-23,-202.5,-5.6,-7.0,-4.3,0.0,-5.6,0.0,0.0,-5.1,5.0,0.0,0.0,-225.1,81.26
2026-07-24,-212.2,-27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-240.1,6.78
2026-07-27,-8.8,-2.8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.6,-40.9
2026-07-28,-54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,-49.7,-91.48
2026-07-29,89.8,-43.1,0.0,-14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,-98.88
2026-07-30,183.4,15.5,20.7,1.5,0.0,0.0,0.0,2.3,0.0,7.4,0.0,2.3,233.1,-7.24
2026-07-31,-122.7,-54.8,-17.8,-17.5,0.0,0.0,0.0,0.0,0.0,0.0,-52.6,0.0,-265.4,-12.3
2026-08-03,111.4,33.4,2.8,2.1,6.7,9.2,0.0,4.5,0.0,0.0,0.0,0.0,170.1,24.04
2026-08-04,170.3,19.6,8.7,9.2,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,211.5,76.28
2026-08-05,196.8,11.3,10.6,37.6,0.0,0.0,0.0,-14.7,0.0,2.8,0.0,0.0,244.4,118.74
2026-08-06,128.3,11.2,1.7,0.0,0.0,0.0,0.0,-32.8,0.0,14.9,7.5,6.8,137.6,99.64
2026-08-07,86.7,41.0,2.1,1.9,-19.4,,0.0,-10.6,0.0,0.0,0.0,0.0,101.7,173.06
2026-08-10,-53.6,-40.3,-28.4,0.0,0.0,-7.4,0.0,0.0,0.0,0.0,-52.0,37.1,-144.6,110.12
2026-08-11,50.2,-4.1,0.0,-11.5,0.0,-16.5,0.0,-10.3,0.0,0.0,0.0,0.0,7.8,69.38
2026-08-12,-14.3,-46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.1,8.28
2026-08-13,-5.7,-55.1,-9.3,-58.8,-7.9,0.0,0.0,0.0,-4.0,7.1,-36.3,38.9,-131.1,-45.46
2026-08-14,-55.5,-6.8,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.2,-77.04
2026-08-17,160.2,111.9,0.0,14.2,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,297.5,11.38
2026-08-18,143.6,23.9,16.1,19.7,0.0,0.0,0.0,-16.9,0.0,0.0,0.0,2.9,189.3,47.68
2026-08-19,284.7,62.4,35.6,77.7,0.0,5.9,0.0,0.0,0.0,10.0,21.2,19.7,517.2,163.34
2026-08-20,,64.7,26.4,12.2,3.6,0.0,0.0,-3.6,0.0,0.0,0.0,0.0,103.3,210.22
